DATAFLOW,LAST UPDATE,freq,unit,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1972,5418,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1973,5863,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1974,7184,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1975,7471,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1976,7085,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1977,6494,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1978,5969,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1979,5850,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1980,5927,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1981,5793,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1982,5595,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1983,5168,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1984,5053,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1985,4993,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1986,5332,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1987,5775,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1988,6448,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1989,6650,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1990,6587,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1991,5994,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1992,5198,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1993,4677,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1994,4350,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1995,4067,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1996,4225,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1997,4240,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1998,4390,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,1999,4090,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2000,5001,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2001,5408,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2002,6240,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2003,6320,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2004,6400,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2005,6686,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2006,7296,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2008,7338,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2009,6832,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Sweden,2010,6199,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,1995,780,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,1996,780,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,1997,719,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,1998,858,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,1999,865,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2000,818,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2001,688,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2002,584,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2003,544,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2004,500,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2005,460,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2006,430,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2007,412,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2008,413,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2009,342,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2010,336,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2012,277,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2013,267,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2015,208,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2016,219,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2017,176,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2018,209,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2019,189,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2020,169,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovenia,2022,162,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,1996,2238,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,1999,1705,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2000,1835,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2001,1707,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2002,1611,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2003,1490,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2004,1374,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2005,1255,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2006,1181,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2007,1134,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2008,1173,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2009,1106,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2010,1013,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2011,950,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2012,771,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2013,743,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2014,697,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2015,681,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2016,630,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2017,571,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2018,576,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2019,482,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2020,411,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2021,386,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2022,383,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Slovakia,2023,386,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2007,19693,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2010,12919,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2012,9770,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2014,6229,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2017,4221,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2018,3591,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2020,2571,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2021,2401,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,Ukraine,2023,1747,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,1992,32220,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,1995,31233,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,1996,35557,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,1997,36633,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,1998,40371,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,1999,38161,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2000,39881,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2001,40288,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2002,38490,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2003,40075,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2004,42382,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2005,41245,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2006,43617,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2007,46258,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2008,44994,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2009,42157,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2010,40230,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2011,36540,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2012,32967,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2015,27555,p,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 15 to 19 years,United Kingdom,2016,25761,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Albania,2017,145,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Albania,2018,147,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Albania,2019,117,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Albania,2020,124,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Albania,2022,72,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Albania,2023,65,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Armenia,2008,9459,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Armenia,2009,10397,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2006,4765,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2007,4944,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2010,6058,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2012,7282,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2013,5710,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2014,5738,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2015,5983,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2016,7773,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2017,7773,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Azerbaijan,2018,7545,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,1998,2854,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,1999,3118,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2000,3421,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2001,3761,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2002,3692,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2003,4032,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2004,4002,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2005,4139,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2007,4423,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2008,4561,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2009,4808,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2010,4812,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belgium,2011,5027,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,1995,28247,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,1996,27569,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,1999,20995,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2000,16418,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2001,14052,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2002,13205,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2003,12278,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2004,11759,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2005,10660,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2006,8775,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2007,9026,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2008,8263,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2009,7169,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2010,6506,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2011,6635,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2012,6135,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2013,5977,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2014,5551,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2015,5523,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2016,4821,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2017,4589,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2018,4069,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2019,3556,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2020,3311,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Bulgaria,2021,3299,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2006,14905,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2007,11699,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2008,10181,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2009,8377,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2011,7010,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2012,5970,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2013,6024,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2014,5687,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2015,5165,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2016,4444,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2017,3651,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Belarus,2018,3182,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2007,2131,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2008,2256,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2009,2316,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2010,2474,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2011,2387,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2012,2357,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2013,2212,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2014,2172,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2015,2089,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2016,2011,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2017,1891,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2018,1871,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2019,1724,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Switzerland,2020,1933,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,1995,11887,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,1996,11859,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,1997,11135,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,1998,10242,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,1999,9103,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2000,7592,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2001,6806,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2002,6420,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2003,5712,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2004,5241,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2005,4891,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2006,4637,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2007,4691,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2008,4790,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2009,4413,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2010,4287,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2011,4388,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2012,4213,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2013,4111,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2014,3852,,
ESTAT:DEMO_FABORT(1.0),21/03/25 11:00:00,Annual,Number,From 20 to 24 years,Czechia,2015,3599,,
