,country,iso,yearstart,yearend,region,subregion,numberofabortions,abortionrate,perc_p_ending_in_a,spontaneous,datatype,datasource,complete,classification,modelused,marriedonly,notes
257,Belgium,56.0,2000,2000,Europe and Northern America,Western Europe,15200.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
258,Belgium,56.0,2000,2000,Europe and Northern America,Western Europe,13762.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
259,Belgium,56.0,2000,2000,Europe and Northern America,Western Europe,13388.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
260,Belgium,56.0,2001,2001,Europe and Northern America,Western Europe,14775.0,,,No,Official Statistics,UNSD,Complete,,,,
261,Belgium,56.0,2001,2001,Europe and Northern America,Western Europe,14775.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
262,Belgium,56.0,2001,2001,Europe and Northern America,Western Europe,14367.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
263,Belgium,56.0,2001,2001,Europe and Northern America,Western Europe,16100.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
264,Belgium,56.0,2002,2002,Europe and Northern America,Western Europe,14791.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
265,Belgium,56.0,2002,2002,Europe and Northern America,Western Europe,14325.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
266,Belgium,56.0,2002,2002,Europe and Northern America,Western Europe,14791.0,,,No,Official Statistics,UNSD,Complete,,,,
267,Belgium,56.0,2002,2002,Europe and Northern America,Western Europe,15400.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
268,Belgium,56.0,2003,2003,Europe and Northern America,Western Europe,15595.0,,,No,Official Statistics,UNSD,Complete,,,,
269,Belgium,56.0,2003,2003,Europe and Northern America,Western Europe,15595.0,,,No,Official Statistics,Guttmacher Questionnaire (publicly available),Complete,,,,
270,Belgium,56.0,2003,2003,Europe and Northern America,Western Europe,15216.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
271,Belgium,56.0,2004,2004,Europe and Northern America,Western Europe,15632.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
272,Belgium,56.0,2004,2004,Europe and Northern America,Western Europe,16024.0,,,No,Official Statistics,UNSD,Complete,,,,
273,Belgium,56.0,2005,2005,Europe and Northern America,Western Europe,16401.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
274,Belgium,56.0,2005,2005,Europe and Northern America,Western Europe,16696.0,,,No,Official Statistics,UNSD,Complete,,,,
275,Belgium,56.0,2006,2006,Europe and Northern America,Western Europe,17640.0,,,No,Official Statistics,UNSD,Complete,,,,
276,Belgium,56.0,2006,2006,Europe and Northern America,Western Europe,17344.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
277,Belgium,56.0,2007,2007,Europe and Northern America,Western Europe,18033.0,,,No,Official Statistics,UNSD,Complete,,,,
278,Belgium,56.0,2007,2007,Europe and Northern America,Western Europe,17719.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
279,Belgium,56.0,2008,2008,Europe and Northern America,Western Europe,18595.0,,,No,Official Statistics,UNSD,Complete,,,,
280,Belgium,56.0,2008,2008,Europe and Northern America,Western Europe,18304.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
281,Belgium,56.0,2009,2009,Europe and Northern America,Western Europe,18618.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
282,Belgium,56.0,2009,2009,Europe and Northern America,Western Europe,18870.0,,,No,Official Statistics,UNSD,Complete,,,,
283,Belgium,56.0,2010,2010,Europe and Northern America,Western Europe,18913.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
284,Belgium,56.0,2010,2010,Europe and Northern America,Western Europe,19095.0,,,No,Official Statistics,UNSD,Complete,,,,
285,Belgium,56.0,2011,2011,Europe and Northern America,Western Europe,19578.0,,,No,Official Statistics,UNSD,Complete,,,,
286,Belgium,56.0,2011,2011,Europe and Northern America,Western Europe,19455.0,,,No,Official Statistics,Commission nationale dévaluation des interruptions de grossesse,Complete,,Yes,,
287,Bhutan,64.0,1990,1990,Central and Southern Asia,South-central Asia,175.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Social Services,Incomplete,Abortion restricted,Yes,,
288,Bhutan,64.0,1991,1991,Central and Southern Asia,South-central Asia,279.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Social Services,Incomplete,Abortion restricted,Yes,,
289,Bhutan,64.0,1992,1992,Central and Southern Asia,South-central Asia,188.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Social Services,Incomplete,Abortion restricted,Yes,,
290,Bhutan,64.0,1993,1993,Central and Southern Asia,South-central Asia,208.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Social Services,Incomplete,Abortion restricted,Yes,,
291,Bhutan,64.0,1994,1994,Central and Southern Asia,South-central Asia,231.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
292,Bhutan,64.0,1995,1995,Central and Southern Asia,South-central Asia,169.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
293,Bhutan,64.0,1996,1996,Central and Southern Asia,South-central Asia,215.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
294,Bhutan,64.0,1997,1997,Central and Southern Asia,South-central Asia,252.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
295,Bhutan,64.0,1998,1998,Central and Southern Asia,South-central Asia,227.0,,,No,Official Statistics,Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
296,Bhutan,64.0,1999,1999,Central and Southern Asia,South-central Asia,240.0,,,No,Official Statistics,Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
297,Bhutan,64.0,2000,2000,Central and Southern Asia,South-central Asia,267.0,,,No,Official Statistics,Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
298,Bhutan,64.0,2001,2001,Central and Southern Asia,South-central Asia,250.0,,,No,Official Statistics,Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
299,Bhutan,64.0,2002,2002,Central and Southern Asia,South-central Asia,311.0,,,No,Official Statistics,Bhutan Ministry of Health and Education,Incomplete,Abortion restricted,Yes,,
300,Bhutan,64.0,2003,2003,Central and Southern Asia,South-central Asia,466.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
301,Bhutan,64.0,2004,2004,Central and Southern Asia,South-central Asia,579.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
302,Bhutan,64.0,2005,2005,Central and Southern Asia,South-central Asia,657.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
303,Bhutan,64.0,2006,2006,Central and Southern Asia,South-central Asia,811.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
304,Bhutan,64.0,2007,2007,Central and Southern Asia,South-central Asia,913.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
305,Bhutan,64.0,2008,2008,Central and Southern Asia,South-central Asia,928.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
306,Bhutan,64.0,2009,2009,Central and Southern Asia,South-central Asia,1057.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
307,Bhutan,64.0,2010,2010,Central and Southern Asia,South-central Asia,1190.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
308,Bhutan,64.0,2011,2011,Central and Southern Asia,South-central Asia,1339.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
309,Bhutan,64.0,2012,2012,Central and Southern Asia,South-central Asia,1338.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,
310,Bhutan,64.0,2013,2013,Central and Southern Asia,South-central Asia,1342.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
311,Bhutan,64.0,2014,2014,Central and Southern Asia,South-central Asia,1427.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
312,Bhutan,64.0,2015,2015,Central and Southern Asia,South-central Asia,1566.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
313,Bhutan,64.0,2016,2016,Central and Southern Asia,South-central Asia,1486.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
314,Bhutan,64.0,2017,2017,Central and Southern Asia,South-central Asia,1336.0,,,No,Official Statistics,Royal Government of Bhutan Ministry of Health,Incomplete,Abortion restricted,Yes,,Missing outpatient data from largest hospital
315,Bosnia and Herzegovina,70.0,1999,1999,Europe and Northern America,Southern Europe,2671.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Canton Sarajevo
316,Bosnia and Herzegovina,70.0,2000,2000,Europe and Northern America,Southern Europe,5084.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska and the Canton Sarajevo
317,Bosnia and Herzegovina,70.0,2001,2001,Europe and Northern America,Southern Europe,2779.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska and the Canton Sarajevo
318,Bosnia and Herzegovina,70.0,2002,2002,Europe and Northern America,Southern Europe,4233.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska and the Canton Sarajevo
319,Bosnia and Herzegovina,70.0,2003,2003,Europe and Northern America,Southern Europe,3775.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska and the Canton Sarajevo
320,Bosnia and Herzegovina,70.0,2004,2004,Europe and Northern America,Southern Europe,1758.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Canton Sarajevo
321,Bosnia and Herzegovina,70.0,2012,2012,Europe and Northern America,Southern Europe,1965.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska
322,Bosnia and Herzegovina,70.0,2013,2013,Europe and Northern America,Southern Europe,1982.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska
323,Bosnia and Herzegovina,70.0,2014,2014,Europe and Northern America,Southern Europe,1682.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska
324,Bosnia and Herzegovina,70.0,2015,2015,Europe and Northern America,Southern Europe,1744.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska
325,Bosnia and Herzegovina,70.0,2016,2016,Europe and Northern America,Southern Europe,1766.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Incomplete,Acknowledged incomplete,Yes,,Data are only for the Republic Srpska
326,Botswana,72.0,1993,1993,Sub-Saharan Africa,Southern Africa,3840.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
327,Botswana,72.0,1995,1995,Sub-Saharan Africa,Southern Africa,4815.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
328,Botswana,72.0,1996,1996,Sub-Saharan Africa,Southern Africa,4673.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
329,Botswana,72.0,1997,1997,Sub-Saharan Africa,Southern Africa,4899.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
330,Botswana,72.0,1998,1998,Sub-Saharan Africa,Southern Africa,4739.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
331,Botswana,72.0,1999,1999,Sub-Saharan Africa,Southern Africa,4950.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
332,Botswana,72.0,2000,2000,Sub-Saharan Africa,Southern Africa,4990.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
333,Botswana,72.0,2001,2001,Sub-Saharan Africa,Southern Africa,4906.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
334,Botswana,72.0,2003,2003,Sub-Saharan Africa,Southern Africa,4574.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
335,Botswana,72.0,2005,2005,Sub-Saharan Africa,Southern Africa,5831.0,,,Yes,Official Statistics,Republic of Botswana Central Statistics Office,Incomplete,Abortion restricted,Yes,,
336,Botswana,72.0,2009,2009,Sub-Saharan Africa,Southern Africa,7483.0,,,Yes,Official Statistics,Statistics Botswana,Incomplete,Abortion restricted,Yes,,
337,Botswana,72.0,2010,2010,Sub-Saharan Africa,Southern Africa,7244.0,,,Yes,Official Statistics,Statistics Botswana,Incomplete,Abortion restricted,Yes,,
338,Brazil,76.0,1991,1991,Latin America,South America,1443339.0,38.1,,No,Study,Singh and Wulf 1994,,,Yes,All women,
339,Bulgaria,100.0,1992,1992,Europe and Northern America,Eastern Europe,132891.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
340,Bulgaria,100.0,1993,1993,Europe and Northern America,Eastern Europe,107416.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
341,Bulgaria,100.0,1994,1994,Europe and Northern America,Eastern Europe,97567.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
342,Bulgaria,100.0,1995,1995,Europe and Northern America,Eastern Europe,97092.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
343,Bulgaria,100.0,1996,1996,Europe and Northern America,Eastern Europe,85348.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
344,Bulgaria,100.0,1997,1997,Europe and Northern America,Eastern Europe,87896.0,,,Yes,Official Statistics,UNSD,Complete,,,,
345,Bulgaria,100.0,1997,1997,Europe and Northern America,Eastern Europe,75917.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
346,Bulgaria,100.0,1998,1998,Europe and Northern America,Eastern Europe,66865.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
347,Bulgaria,100.0,1999,1999,Europe and Northern America,Eastern Europe,58216.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
348,Bulgaria,100.0,2000,2000,Europe and Northern America,Eastern Europe,61378.0,,,Yes,Official Statistics,UNSD,Complete,,,,
349,Bulgaria,100.0,2000,2000,Europe and Northern America,Eastern Europe,48185.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
350,Bulgaria,100.0,2001,2001,Europe and Northern America,Eastern Europe,51165.0,,,Yes,Official Statistics,UNSD,Complete,,,,
351,Bulgaria,100.0,2001,2001,Europe and Northern America,Eastern Europe,38701.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
352,Bulgaria,100.0,2002,2002,Europe and Northern America,Eastern Europe,35820.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
353,Bulgaria,100.0,2002,2002,Europe and Northern America,Eastern Europe,50824.0,,,Yes,Official Statistics,UNSD,Complete,,,,
354,Bulgaria,100.0,2003,2003,Europe and Northern America,Eastern Europe,48035.0,,,Yes,Official Statistics,UNSD,Complete,,,,
355,Bulgaria,100.0,2003,2003,Europe and Northern America,Eastern Europe,30637.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,Yes,,
356,Bulgaria,100.0,2004,2004,Europe and Northern America,Eastern Europe,47223.0,,,Yes,Official Statistics,UNSD,Complete,,,,
357,Bulgaria,100.0,2004,2004,Europe and Northern America,Eastern Europe,32636.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
358,Bulgaria,100.0,2004,2004,Europe and Northern America,Eastern Europe,28881.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
359,Bulgaria,100.0,2005,2005,Europe and Northern America,Eastern Europe,41795.0,,,Yes,Official Statistics,UNSD,Complete,,,,
360,Bulgaria,100.0,2005,2005,Europe and Northern America,Eastern Europe,26549.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
361,Bulgaria,100.0,2005,2005,Europe and Northern America,Eastern Europe,30436.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
362,Bulgaria,100.0,2006,2006,Europe and Northern America,Eastern Europe,37272.0,,,Yes,Official Statistics,UNSD,Complete,,,,
363,Bulgaria,100.0,2006,2006,Europe and Northern America,Eastern Europe,22962.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
364,Bulgaria,100.0,2006,2006,Europe and Northern America,Eastern Europe,26291.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
365,Bulgaria,100.0,2007,2007,Europe and Northern America,Eastern Europe,37594.0,,,Yes,Official Statistics,UNSD,Complete,,,,
366,Bulgaria,100.0,2007,2007,Europe and Northern America,Eastern Europe,25959.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
367,Bulgaria,100.0,2007,2007,Europe and Northern America,Eastern Europe,22284.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
368,Bulgaria,100.0,2008,2008,Europe and Northern America,Eastern Europe,36593.0,,,Yes,Official Statistics,UNSD,Complete,,,,
369,Bulgaria,100.0,2008,2008,Europe and Northern America,Eastern Europe,24931.0,,,No,Official Statistics,Guttmacher Questionnaire (not publicly available),Complete,,,,
370,Bulgaria,100.0,2008,2008,Europe and Northern America,Eastern Europe,22131.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
371,Bulgaria,100.0,2009,2009,Europe and Northern America,Eastern Europe,19832.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
372,Bulgaria,100.0,2009,2009,Europe and Northern America,Eastern Europe,33733.0,,,Yes,Official Statistics,UNSD,Complete,,,,
373,Bulgaria,100.0,2010,2010,Europe and Northern America,Eastern Europe,19265.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
374,Bulgaria,100.0,2010,2010,Europe and Northern America,Eastern Europe,31548.0,,,Yes,Official Statistics,UNSD,Complete,,,,
375,Bulgaria,100.0,2011,2011,Europe and Northern America,Eastern Europe,31716.0,,,Yes,Official Statistics,UNSD,Complete,,,,
376,Bulgaria,100.0,2011,2011,Europe and Northern America,Eastern Europe,19525.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
377,Bulgaria,100.0,2012,2012,Europe and Northern America,Eastern Europe,17241.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
378,Bulgaria,100.0,2012,2012,Europe and Northern America,Eastern Europe,29992.0,,,Yes,Official Statistics,UNSD,Complete,,,,
379,Bulgaria,100.0,2013,2013,Europe and Northern America,Eastern Europe,16963.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
380,Bulgaria,100.0,2013,2013,Europe and Northern America,Eastern Europe,29505.0,,,Yes,Official Statistics,UNSD,Complete,,,,
381,Bulgaria,100.0,2014,2014,Europe and Northern America,Eastern Europe,28145.0,,,Yes,Official Statistics,UNSD,Complete,,,,
382,Bulgaria,100.0,2014,2014,Europe and Northern America,Eastern Europe,16517.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
383,Bulgaria,100.0,2015,2015,Europe and Northern America,Eastern Europe,16167.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
384,Bulgaria,100.0,2015,2015,Europe and Northern America,Eastern Europe,27782.0,,,Yes,Official Statistics,UNSD,Complete,,,,
385,Bulgaria,100.0,2016,2016,Europe and Northern America,Eastern Europe,16340.0,,,No,Official Statistics,Bulgaria Ministry of Health,Complete,,Yes,,
386,Myanmar,104.0,2009,2009,East and Southeastern Asia,South-Eastern Asia,33942.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
387,Myanmar,104.0,2010,2010,East and Southeastern Asia,South-Eastern Asia,35351.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
388,Myanmar,104.0,2011,2011,East and Southeastern Asia,South-Eastern Asia,37613.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
389,Myanmar,104.0,2012,2012,East and Southeastern Asia,South-Eastern Asia,38332.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
390,Myanmar,104.0,2013,2013,East and Southeastern Asia,South-Eastern Asia,41661.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
391,Myanmar,104.0,2014,2014,East and Southeastern Asia,South-Eastern Asia,46115.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
392,Myanmar,104.0,2015,2015,East and Southeastern Asia,South-Eastern Asia,52376.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
393,Myanmar,104.0,2016,2016,East and Southeastern Asia,South-Eastern Asia,54305.0,,,Yes,Official Statistics,The Republic of the Union of Myanmar Ministry of Health and Sports,Incomplete,Abortion restricted,Yes,,
394,Burundi,108.0,2000,2000,Sub-Saharan Africa,Eastern Africa,2605.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
395,Burundi,108.0,2001,2001,Sub-Saharan Africa,Eastern Africa,2409.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
396,Burundi,108.0,2002,2002,Sub-Saharan Africa,Eastern Africa,3011.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
397,Burundi,108.0,2003,2003,Sub-Saharan Africa,Eastern Africa,2956.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
398,Burundi,108.0,2004,2004,Sub-Saharan Africa,Eastern Africa,3298.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
399,Burundi,108.0,2009,2009,Sub-Saharan Africa,Eastern Africa,6329.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
400,Burundi,108.0,2010,2010,Sub-Saharan Africa,Eastern Africa,6272.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
401,Burundi,108.0,2011,2011,Sub-Saharan Africa,Eastern Africa,3547.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
402,Burundi,108.0,2012,2012,Sub-Saharan Africa,Eastern Africa,3630.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
403,Burundi,108.0,2013,2013,Sub-Saharan Africa,Eastern Africa,3152.0,,,No,Official Statistics,UNSD,Incomplete,Abortion restricted,Yes,,
404,Belarus,112.0,1990,1990,Europe and Northern America,Eastern Europe,114292.0,,,Yes,Official Statistics,UNSD,Incomplete,Outlier,Yes,,
405,Belarus,112.0,1990,1990,Europe and Northern America,Eastern Europe,227900.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
406,Belarus,112.0,1991,1991,Europe and Northern America,Eastern Europe,101111.0,,,Yes,Official Statistics,UNSD,Incomplete,Outlier,Yes,,
407,Belarus,112.0,1991,1991,Europe and Northern America,Eastern Europe,211900.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
408,Belarus,112.0,1992,1992,Europe and Northern America,Eastern Europe,210200.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
409,Belarus,112.0,1992,1992,Europe and Northern America,Eastern Europe,95853.0,,,Yes,Official Statistics,UNSD,Incomplete,Outlier,Yes,,
410,Belarus,112.0,1993,1993,Europe and Northern America,Eastern Europe,212729.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
411,Belarus,112.0,1993,1993,Europe and Northern America,Eastern Europe,191900.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
412,Belarus,112.0,1994,1994,Europe and Northern America,Eastern Europe,207658.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
413,Belarus,112.0,1994,1994,Europe and Northern America,Eastern Europe,184100.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
414,Belarus,112.0,1995,1995,Europe and Northern America,Eastern Europe,173700.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
415,Belarus,112.0,1995,1995,Europe and Northern America,Eastern Europe,193280.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
416,Belarus,112.0,1996,1996,Europe and Northern America,Eastern Europe,155700.0,,,No,Official Statistics,Henshaw 2001,Complete,,,,
417,Belarus,112.0,1996,1996,Europe and Northern America,Eastern Europe,174098.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
418,Belarus,112.0,1997,1997,Europe and Northern America,Eastern Europe,152660.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
419,Belarus,112.0,1998,1998,Europe and Northern America,Eastern Europe,145339.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
420,Belarus,112.0,1999,1999,Europe and Northern America,Eastern Europe,135824.0,,,Yes,Official Statistics,UNSD,Complete,,Yes,,
421,Belarus,112.0,2000,2000,Europe and Northern America,Eastern Europe,121900.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
422,Belarus,112.0,2000,2000,Europe and Northern America,Eastern Europe,121895.0,,,Yes,Official Statistics,UNSD,Complete,,,,
423,Belarus,112.0,2001,2001,Europe and Northern America,Eastern Europe,101400.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
424,Belarus,112.0,2001,2001,Europe and Northern America,Eastern Europe,101402.0,,,Yes,Official Statistics,UNSD,Complete,,,,
425,Belarus,112.0,2002,2002,Europe and Northern America,Eastern Europe,89895.0,,,Yes,Official Statistics,UNSD,Complete,,,,
426,Belarus,112.0,2002,2002,Europe and Northern America,Eastern Europe,89900.0,,,Yes,Official Statistics,National Statistical Committee of the Republic of Belarus,Complete,,Yes,,
